Accession,SAMPLE,BIOSAMPLE,N,Database,file
ERR854947,NA,NA,448,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067784,NA,NA,449,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067727,NA,NA,450,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855015,NA,NA,451,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855374,NA,NA,452,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082227,NA,NA,453,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855198,NA,NA,454,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855346,NA,NA,455,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082166,NA,NA,456,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067754,NA,NA,457,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855262,NA,NA,458,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855152,NA,NA,459,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855335,NA,NA,460,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855093,NA,NA,461,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067821,NA,NA,462,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855349,NA,NA,463,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854869,NA,NA,464,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082216,NA,NA,465,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855000,NA,NA,466,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067877,NA,NA,467,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855135,NA,NA,468,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082176,NA,NA,469,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855139,NA,NA,470,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855136,NA,NA,471,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082168,NA,NA,472,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067771,NA,NA,473,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067807,NA,NA,474,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855347,NA,NA,475,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855055,NA,NA,476,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855275,NA,NA,477,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854952,NA,NA,478,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067805,NA,NA,479,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855221,NA,NA,480,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067749,NA,NA,481,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855409,NA,NA,482,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067762,NA,NA,483,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855405,NA,NA,484,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067740,NA,NA,485,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082185,NA,NA,486,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855212,NA,NA,487,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855288,NA,NA,488,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855059,NA,NA,489,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855101,NA,NA,490,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082207,NA,NA,491,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067753,NA,NA,492,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855176,NA,NA,493,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR956688,NA,NA,494,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855320,NA,NA,495,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082164,NA,NA,496,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067777,NA,NA,497,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067845,NA,NA,498,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854881,NA,NA,499,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067798,NA,NA,500,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082252,NA,NA,501,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067810,NA,NA,502,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854993,NA,NA,503,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855301,NA,NA,504,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067823,NA,NA,505,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855352,NA,NA,506,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855050,NA,NA,507,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855104,NA,NA,508,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067839,NA,NA,509,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855263,NA,NA,510,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855218,NA,NA,511,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082193,NA,NA,512,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855003,NA,NA,513,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082179,NA,NA,514,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067767,NA,NA,515,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854874,NA,NA,516,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082257,NA,NA,517,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082249,NA,NA,518,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854945,NA,NA,519,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855145,NA,NA,520,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082251,NA,NA,521,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067829,NA,NA,522,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855378,NA,NA,523,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067826,NA,NA,524,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR971382,NA,NA,525,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854903,NA,NA,526,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082234,NA,NA,527,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855049,NA,NA,528,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082205,NA,NA,529,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854877,NA,NA,530,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855376,NA,NA,531,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082189,NA,NA,532,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082210,NA,NA,533,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855090,NA,NA,534,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR956694,NA,NA,535,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855149,NA,NA,536,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082188,NA,NA,537,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855158,NA,NA,538,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854972,NA,NA,539,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854996,NA,NA,540,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855227,NA,NA,541,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854868,NA,NA,542,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067739,NA,NA,543,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855029,NA,NA,544,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855414,NA,NA,545,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067882,NA,NA,546,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854871,NA,NA,547,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855099,NA,NA,548,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067833,NA,NA,549,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067858,NA,NA,550,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855243,NA,NA,551,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082200,NA,NA,552,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855181,NA,NA,553,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855309,NA,NA,554,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR355927,NA,NA,555,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855178,NA,NA,556,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855182,NA,NA,557,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855279,NA,NA,558,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854885,NA,NA,559,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082239,NA,NA,560,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR956681,NA,NA,561,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067873,NA,NA,562,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082204,NA,NA,563,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067862,NA,NA,564,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082231,NA,NA,565,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854905,NA,NA,566,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067801,NA,NA,567,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854943,NA,NA,568,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067746,NA,NA,569,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067773,NA,NA,570,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067852,NA,NA,571,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR956690,NA,NA,572,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067728,NA,NA,573,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082248,NA,NA,574,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082192,NA,NA,575,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854898,NA,NA,576,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855208,NA,NA,577,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067717,NA,NA,578,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855137,NA,NA,579,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082184,NA,NA,580,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854910,NA,NA,581,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855223,NA,NA,582,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067854,NA,NA,583,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855098,NA,NA,584,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855400,NA,NA,585,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067785,NA,NA,586,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854948,NA,NA,587,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855175,NA,NA,588,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855156,NA,NA,589,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855408,NA,NA,590,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855289,NA,NA,591,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855220,NA,NA,592,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082255,NA,NA,593,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855258,NA,NA,594,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855206,NA,NA,595,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855384,NA,NA,596,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854927,NA,NA,597,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855114,NA,NA,598,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855088,NA,NA,599,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855269,NA,NA,600,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855033,NA,NA,601,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082229,NA,NA,602,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855009,NA,NA,603,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855232,NA,NA,604,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855188,NA,NA,605,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855432,NA,NA,606,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855017,NA,NA,607,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082169,NA,NA,608,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855056,NA,NA,609,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855196,NA,NA,610,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082214,NA,NA,611,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067788,NA,NA,612,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855085,NA,NA,613,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855411,NA,NA,614,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855133,NA,NA,615,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067713,NA,NA,616,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855013,NA,NA,617,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855272,NA,NA,618,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855159,NA,NA,619,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR355926,NA,NA,620,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067850,NA,NA,621,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067747,NA,NA,622,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855065,NA,NA,623,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082177,NA,NA,624,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855025,NA,NA,625,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067849,NA,NA,626,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855313,NA,NA,627,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067726,NA,NA,628,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067806,NA,NA,629,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855248,NA,NA,630,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855124,NA,NA,631,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082159,NA,NA,632,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR956677,NA,NA,633,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855076,NA,NA,634,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854882,NA,NA,635,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854919,NA,NA,636,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855382,NA,NA,637,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855367,NA,NA,638,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067712,NA,NA,639,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855392,NA,NA,640,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067811,NA,NA,641,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082233,NA,NA,642,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855008,NA,NA,643,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1082203,NA,NA,644,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854922,NA,NA,645,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067802,NA,NA,646,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR1067838,NA,NA,647,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR854975,NA,NA,648,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855119,NA,NA,649,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855253,NA,NA,650,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
ERR855082,NA,NA,651,ENA,pathogenwatch-ngonorrhoeae-uzh2c7kc076l-grad-et-al-2016_Merged_Processed.csv
